Company Name,Industry Type,Primary Office Location,Operating Locations,Job Openings,Total Reviews,Overall Rating,Job Security,Work Life Balance,Work Satisfaction,Promotions
Arvind Lifestyle Brands,Retail,Bangalore,88,46,837,4.0,Medium,High,Medium,Low
Jaya Hind Industries,Auto Components,Pune,38,0,838,3.7,Low,Medium,Medium,Low
Swaraj Tractors,Automobile,Mohali,105,0,837,4.1,High,High,Medium,Low
Ups Logistics,Logistics,Pune,38,486,836,3.6,Medium,Medium,Low,Low
Bank of India,Banking,Mumbai,183,0,836,3.9,High,Medium,Medium,Medium
Sanden Vikas,Auto Components,Faridabad,34,0,834,4.0,High,High,Medium,Low
Tata Hitachi Construction Machinery,Industrial Machinery,Kharagpur,76,1,834,3.9,High,High,Medium,Low
Wipro PARI,Industrial Automation,Pune,27,23,834,3.2,Medium,Low,Medium,Low
Mahindra Tractors,Automobile,Nagpur,130,0,834,4.1,Medium,High,Medium,Low
Torry Harris Integration Solutions,IT Services & Consulting,Bangalore,11,13,833,4.3,Medium,High,Medium,Low
Parag Milk Foods,Food Processing,Mumbai,92,6,833,4.0,Medium,High,High,Medium
Shaktiman Tirth Agro Technology,Industrial Machinery,Rajkot,65,0,833,3.9,High,Medium,Medium,Low
Impact Infotech Pvt. Ltd.,IT Services & Consulting,Mumbai,75,1,832,3.4,Low,Medium,Medium,Low
KGISL,IT Services & Consulting,Coimbatore,21,17,833,3.0,Medium,Medium,Medium,Low
AuthBridge Research Services,IT Services & Consulting,Gurgaon,22,7,832,3.2,Low,Medium,Medium,Low
MOURI Tech,IT Services & Consulting,Hyderabad,11,103,832,3.6,Low,Medium,Medium,Low
Fareportal,Internet,Gurgaon,15,6,828,3.0,Low,Medium,Medium,Low
Royal Sundaram General Insurance,Insurance,Chennai,105,16,829,3.8,Medium,High,Medium,Low
Rohan Builders,Real Estate,Pune,72,60,827,4.1,High,Medium,Medium,Medium
Satya MicroCapital,NBFC,New Delhi,180,2,826,3.6,Medium,Low,Low,Medium
Guardian India,Insurance,Chennai,14,6,826,3.9,High,High,Medium,Low
Zudio,Retail,New Delhi,137,0,825,3.9,High,Medium,Medium,Medium
enGen Global,IT Services & Consulting,Chennai,8,32,825,3.9,Medium,High,Medium,Low
HP India,Consumer Electronics & Appliances,Bangalore,64,2,824,3.8,Medium,High,Medium,Low
FIITJEE,Education & Training,New Delhi,49,0,823,3.2,Medium,Medium,Medium,Low
India Shelter Finance Corporation,NBFC,Gurgaon,179,5,824,3.9,Medium,Medium,Medium,Medium
Casagrand,Real Estate,Chennai,20,57,823,3.8,High,Medium,Medium,Low
Punj Lloyd,Engineering & Construction,Gurgaon,71,0,822,4.0,Medium,High,High,Medium
Punj Lloyd,Engineering & Construction,Gurgaon,71,0,822,4.0,Medium,High,High,Medium
Truhome Finance,Financial Services,Mumbai,160,23,820,3.7,Low,Medium,Low,Low
Union Bank of India,Banking,Mumbai,150,0,820,3.8,High,Medium,Medium,Low
Nibav Lifts,Industrial Machinery,Chennai,42,116,821,3.9,Medium,Medium,High,Medium
Tata Power Solar,Power,Bangalore,88,0,818,4.1,High,Medium,Medium,Low
Luxoft,IT Services & Consulting,Bangalore,24,454,817,3.6,Low,High,Medium,Low
Nippon Koei India,Engineering & Construction,New Delhi,70,3,815,4.8,Medium,High,High,Medium
Regulated Council of Immigration Consultants,Other,Dubai,6,0,816,5.0,Medium,High,High,Medium
Eris Lifesciences,Pharma,Ahmedabad,90,825,812,3.6,Low,Medium,Low,Medium
Lumen Technologies,Hardware & Networking,Bangalore,14,4,813,4.0,High,High,Medium,Low
Huhtamaki,Packaging,Mumbai,45,11,812,4.0,Medium,High,Medium,Low
Greaves Cotton,Auto Components,Aurangabad,48,9,812,4.0,Medium,High,Medium,Low
Qinecsa Solutions,Clinical Research,Mysuru,20,2,805,2.8,Low,Medium,Medium,Low
Ramco Systems,Software Product,Chennai,29,4,810,3.9,High,Medium,Medium,Low
Medusind Solutions,IT Services & Consulting,Chennai,12,33,810,3.5,Medium,Medium,Medium,Low
Metso,Metals & Mining,Alwar,48,18,810,4.1,High,High,Medium,Low
Ford Business Solutions,IT Services & Consulting,Chennai,52,25,810,4.1,Medium,High,High,Low
Freshworks,Software Product,Chennai,48,50,810,3.4,Low,Medium,Low,Low
Alorica,BPO,Bangalore,16,37,811,3.1,Medium,Medium,Low,Low
Victora Auto Private Limited,Auto Components,Faridabad,31,0,810,4.0,High,High,Medium,Low
Vijaya Diagnostic Centre,Healthcare,Hyderabad,41,93,806,3.9,Medium,High,High,Low
Sutherland Healthcare Solutions,Analytics & KPO,Hyderabad,15,0,804,3.7,High,Medium,Medium,Low
UKG,Software Product,Noida,13,16,805,3.0,Low,Medium,Low,Low
eTeam,Recruitment,Bangalore,20,2,805,3.2,Low,Medium,Medium,Low
Bpo Convergence,BPO,Hyderabad,40,2,804,3.4,Medium,Medium,Medium,Low
Rodic Consultants,Engineering & Construction,Patna,133,8,803,4.2,Medium,High,High,Medium
Nexdigm,Management Consulting,Pune,13,192,817,3.7,Medium,Medium,Medium,Low
Rockwell Automation,Industrial Automation,Pune,23,122,802,3.6,Medium,High,Low,Low
Clarivate,Analytics & KPO,Bangalore,18,117,802,3.7,Medium,High,Medium,Low
Artech Infosystems,Recruitment,Bangalore,22,0,800,3.3,Low,Medium,Medium,Low
IBS Software Services,Software Product,Kochi,19,20,801,3.6,High,Medium,Low,Low
Fluor Corporation,Engineering & Construction,Gurgaon,25,61,799,4.1,Low,High,Medium,Medium
Poly Medicure,Medical Equipment,Faridabad,46,29,796,3.5,Low,Medium,Medium,Low
Sunbeam Auto,Auto Components,Gurgaon,31,0,798,3.9,Medium,High,Medium,Low
RR kabel,Electrical Equipment,Vadodara,116,0,799,4.1,High,High,Medium,Medium
Border Security Force,Law Enforcement & Security,New Delhi,114,0,798,4.4,High,Medium,Medium,Medium
Integra Software Services,IT Services & Consulting,Pondicherry,20,7,798,3.7,High,Low,Medium,Low
Investors Clinic,Real Estate,Noida,35,30,796,3.6,Medium,Medium,Medium,Medium
Teamware Solutions,Recruitment,Hyderabad,25,5,795,4.2,Medium,High,High,Medium
Forever Living Products,Fitness & Wellness,Mumbai,97,0,796,4.3,High,Medium,Medium,Medium
Intex Technologies,Consumer Electronics & Appliances,New Delhi,76,5,795,3.6,Low,Medium,Medium,Low
Linde India,Chemicals,Vadodara,56,0,795,3.9,High,High,Medium,Low
DBG Technology,Electronics Manufacturing,Rewari,25,0,795,3.7,Medium,Medium,Low,Low
Eveready Industries,Consumer Electronics & Appliances,Kolkata,112,1,794,3.9,Medium,High,Medium,Low
Bill Gosling Outsourcing India,Other,Gurgaon,14,58,794,3.5,Medium,Medium,Medium,Low
Baxter International,Healthcare,Bangalore,33,14,795,3.8,Low,High,Medium,Low
Hitachi,Industrial Machinery,Bangalore,86,32,789,3.9,Medium,High,High,Low
Advik Hi Tech,Auto Components,Pune,31,2,789,3.7,Medium,Medium,Medium,Low
Principal Global Services,Insurance,Pune,12,32,790,3.7,High,High,Low,Low
Zidio Development,IT Services & Consulting,Bangalore,36,0,788,4.4,Medium,High,Medium,Medium
Prama Hikvision India,Electronics Manufacturing,Mumbai,56,9,788,3.6,Medium,Medium,Low,Low
JK Paper,Pulp & Paper,Rayagada,53,4,786,3.8,High,Medium,Medium,Low
Edubridge Learning,EdTech,Mumbai,64,16,786,3.9,Medium,High,Medium,Medium
Syneos Health,Clinical Research,Gurgaon,17,157,786,3.6,Medium,Medium,Low,Low
Skill Lync,EdTech,Chennai,18,0,786,3.1,Low,Medium,Low,Low
K Raheja Corp,Real Estate,Mumbai,19,25,785,4.2,High,High,Medium,Medium
Rashmi Group,Iron & Steel,Kharagpur,32,4,784,3.5,Medium,Medium,Low,Low
Qualitest,IT Services & Consulting,Bangalore,23,10,783,3.6,Low,Medium,Medium,Low
Cigniti Technologies,IT Services & Consulting,Hyderabad,10,0,782,3.8,Medium,Medium,Medium,Low
THE LEELA PALACES HOTELS & RESORTS,Hospitality,New Delhi,34,0,782,4.0,High,Medium,Medium,Medium
THE LEELA PALACES HOTELS & RESORTS,Hospitality,New Delhi,34,0,782,4.0,High,Medium,Medium,Medium
PUMA,Fashion & Textile,Bangalore,101,4,782,4.1,Medium,High,Medium,Medium
Zuventus Healthcare,Pharma,Mumbai,101,86,778,3.8,Medium,Medium,Medium,Low
NTT,IT Services & Consulting,Mumbai,43,1,779,3.8,High,High,Medium,Low
RenewBuy,Internet,Gurgaon,108,0,781,3.3,Low,Medium,Low,Low
Indo Autotech,Auto Components,Faridabad,34,0,779,3.9,Medium,Medium,Medium,Medium
Franklin Templeton Investments,Financial Services,Hyderabad,33,56,774,3.9,Medium,High,Medium,Low
Praj Industries,Biotechnology,Pune,45,34,778,4.0,High,High,Medium,Low
Prince Pipes & Fittings,Building Material,Mumbai,83,15,777,4.2,Medium,High,Medium,Medium
Engineers India,Engineering & Construction,New Delhi,85,10,778,4.2,Medium,High,High,Low
Maveric Systems,IT Services & Consulting,Chennai,12,3,775,3.4,Medium,Medium,Low,Low
Five-Star Business Finance,NBFC,Chennai,245,2,778,4.1,High,High,Medium,Medium
Pratap Technocrats,Telecom,Ahmedabad,121,3,774,3.8,Medium,Medium,Medium,Low
Wipro Consumer Care & Lighting,FMCG,Bangalore,120,9,776,3.7,Medium,Medium,Low,Low
Aequs,Defence & Aerospace,Belgaum,14,14,774,3.4,Low,Medium,Medium,Low
Careernet,Recruitment,Bangalore,25,0,773,3.5,Low,Medium,Low,Low
AISIN,Auto Components,Rohtak,28,0,774,4.1,High,High,Medium,Medium
Zydus Healthcare,Pharma,Mumbai,107,0,775,3.9,Medium,Medium,Medium,Medium
Rallis India,Agro Chemicals,Ankleshwar,117,1,774,4.1,High,High,Medium,Low
Chennai Radha Engineering Works,Engineering & Construction,Chennai,59,3,772,3.9,High,Medium,Medium,Low
Waaree Energies,Power,Surat,54,15,771,4.0,High,High,Medium,Medium
Microtek International,Consumer Electronics & Appliances,New Delhi,120,1,772,3.8,Medium,Medium,Medium,Low
BDO,Accounting & Auditing,Mumbai,35,0,770,3.2,Medium,Medium,Low,Low
Jai Balaji Group,Iron & Steel,Durgapur,42,0,770,3.2,Medium,Medium,Medium,Low
Cohance Lifesciences,Pharma,Hyderabad,23,5,913,3.8,Medium,High,Medium,Low
Toyo Engineering,Engineering & Construction,Mumbai,45,0,767,4.0,High,Medium,Medium,Low
Credence Resource Management,BPO,Pune,10,33,767,3.1,Medium,Medium,Low,Low
First Advantage,Recruitment,Bangalore,13,54,765,3.5,Medium,Medium,Low,Low
Ksb Pumps,Industrial Machinery,Pune,41,83,766,3.8,High,Medium,Medium,Low
Amber Enterprises India,Electronics Manufacturing,Gurgaon,45,10,763,3.9,Medium,Medium,Medium,Low
Denave,Marketing & Advertising,Noida,71,37,763,3.5,Low,Medium,Medium,Low
Lea Associates South Asia,Engineering & Construction,New Delhi,140,0,762,4.2,Medium,High,High,Medium
Action Construction Equipment,Industrial Machinery,Faridabad,60,0,763,3.7,Low,Medium,Medium,Low
Wipro Infrastructure Engineering,Industrial Machinery,Bangalore,39,6,762,3.7,Medium,Medium,Medium,Low
Progressive Infotech,IT Services & Consulting,Noida,69,14,761,3.3,Medium,Medium,Medium,Low
Ask Automotive,Auto Components,Gurgaon,30,0,762,4.2,High,High,Medium,Medium
Better.com,Financial Services,Gurgaon,10,31,761,3.0,Low,Medium,Medium,Low
Somany Ceramics,Building Material,New Delhi,84,9,760,4.1,Medium,High,High,Medium
Reliance Smart,Retail,Hyderabad,251,0,760,4.1,High,Medium,Medium,Low
Travel Food Services Ltd,Hospitality,Mumbai,36,0,755,4.0,High,High,Medium,Low
Fleetguard Filters Private Limited,Auto Components,Pune,85,19,757,4.3,Medium,High,Medium,Medium
Creambell,Food Processing,New Delhi,105,2,760,3.9,Medium,Medium,Medium,Low
Dunzo,Internet,Bangalore,21,0,759,3.5,Low,Medium,Medium,Low
Novac Technology Solutions,Software Product,Chennai,26,42,759,3.7,High,Medium,Medium,Low
Simplilearn,EdTech,Bangalore,10,70,759,3.2,Medium,Medium,Low,Low
Quatrro Business Support Services,Other,Gurgaon,15,24,759,3.3,Medium,Medium,Medium,Low
Radical Minds,BPO,Gurgaon,14,8,755,2.9,Low,Medium,Medium,Low
Fidelity International,Financial Services,Gurgaon,15,141,754,3.6,Low,High,Low,Low
Hitachi Digital Services,IT Services & Consulting,Hyderabad,16,185,757,3.5,Medium,Medium,Low,Low
Reliance BP Mobility,Oil & Gas,Mumbai,104,8,758,3.6,Medium,Medium,Low,Low
Creative Synergies Group,IT Services & Consulting,Bangalore,10,7,757,4.0,Medium,High,Medium,Medium
Vastu Housing Finance,NBFC,Mumbai,169,8,756,4.2,Medium,High,Medium,Medium
JioStar,Media & Entertainment,Mumbai,43,234,756,3.5,Low,Medium,Medium,Low
BCD Travel,Travel & Tourism,Bangalore,12,33,755,4.3,High,High,Medium,Medium
Consero Global Solutions,Financial Services,Bangalore,11,0,755,3.5,Medium,Medium,Low,Low
Central Industrial Security Force,Law Enforcement & Security,New Delhi,90,0,754,4.3,High,Medium,Medium,Low
Allied Digital Services,IT Services & Consulting,Mumbai,55,6,755,3.2,Medium,Medium,Medium,Low
BNP Paribas India Solutions,IT Services & Consulting,Mumbai,10,2,754,3.6,High,High,Low,Low
Orion Edutech,EdTech,Kolkata,115,1,753,3.1,Low,Medium,Medium,Low
1 India Family Mart,Retail,New Delhi,100,1,754,4.6,Medium,High,High,Medium
Hilti,Industrial Machinery,Gurgaon,48,22,753,3.4,Low,Medium,Low,Low
CADD Centre Training Services,Education & Training,Chennai,135,5,752,3.9,Medium,Medium,Medium,Low
People Tech Group,IT Services & Consulting,Hyderabad,13,22,751,2.4,Low,Medium,Medium,Low
Forvia Hella,Auto Components,Pune,33,84,751,3.9,Medium,High,Medium,Low
Ramkrishna Forgings,Auto Components,Jamshedpur,29,0,753,3.4,Medium,Medium,Low,Low
Samsung E&A,Engineering & Construction,Noida,48,0,751,3.9,High,High,Medium,Medium
Assystem,Engineering & Construction,Chennai,69,306,750,3.3,Low,Medium,Medium,Low
Dineshchandra R. Agrawal Infracon,Engineering & Construction,Ahmedabad,79,9,750,4.0,High,High,Medium,Medium
HSBC Software Development,Other,Pune,9,0,749,4.1,Medium,High,High,Low
Axtria,Software Product,Gurgaon,9,109,748,2.8,Medium,Low,Low,Medium
Bses Rajdhani Power,Power,New Delhi,23,2,747,3.8,High,High,Medium,Low
Times Internet,Internet,Noida,25,14,747,3.4,Medium,Medium,Low,Low
Brane Enterprises,Software Product,Hyderabad,13,0,747,2.1,Low,Medium,Low,Medium
Alivus Life Sciences,Pharma,Ankleshwar,23,3,746,3.8,High,Low,Low,Low
McDermott International,Engineering & Construction,Chennai,34,40,746,4.2,Medium,High,Medium,Medium
Finolex Cables,Electrical Equipment,Pune,77,12,745,3.7,Medium,Medium,Medium,Low
Mswipe Technologies,FinTech,Mumbai,100,0,746,3.3,Low,Medium,Medium,Low
Amadeus,Software Product,Bangalore,15,14,744,3.7,High,High,Low,Low
Bunge India,Food Processing,Mohali,71,160,742,4.0,High,High,Medium,Low
Vaaman Engineers,Engineering & Construction,Jharsuguda,47,19,742,3.8,Medium,Medium,Medium,Low
Vaaman Engineers,Engineering & Construction,Jharsuguda,47,19,742,3.8,Medium,Medium,Medium,Low
Wapcos,Engineering & Construction,New Delhi,145,0,742,3.3,Low,Medium,Medium,Low
SLK Global Services,BPO,Bangalore,10,0,741,3.9,Medium,Medium,Medium,Low
JM Financial,Financial Services,Mumbai,69,10,741,3.8,Medium,High,Medium,Low
Sharda Motor Industries,Auto Components,Chennai,28,31,740,3.8,High,Medium,Medium,Low
OLX,Internet,Gurgaon,57,8,741,3.7,Low,High,Medium,Low
Universal Sompo General Insurance,Insurance,Mumbai,119,1,740,4.3,High,High,Medium,Medium
CMS Computers Limited (INDIA),IT Services & Consulting,New Delhi,78,22,739,3.6,Medium,Medium,Low,Low
National Informatics Centre,Government,New Delhi,78,0,739,3.9,Low,High,Medium,Low
Galfar,Engineering & Construction,Muscat,42,0,738,3.9,High,High,Medium,Low
Ugro Capital,NBFC,Mumbai,163,9,740,3.7,Low,Medium,Medium,Low
Integreon,BPO,Mumbai,13,52,739,3.2,Medium,Medium,Low,Low
VA Tech Wabag,Waste Management,Chennai,54,26,739,3.8,High,Medium,Medium,Low
Veradigm,Software Product,Pune,10,3,739,3.8,Low,High,Medium,Low
Hapag-Lloyd,Ports & Shipping,Chennai,17,7,737,3.8,High,High,Medium,Low
Bitwise Solutions,IT Services & Consulting,Pune,10,3,737,3.7,Medium,High,Medium,Low
Zee Entertainment Enterprises,Media & Entertainment,Mumbai,36,60,738,3.4,Low,Medium,Medium,Low
India Cements,Building Material,Chennai,92,0,736,3.8,High,Medium,Medium,Low
ESL Steel,Iron & Steel,Bokaro,25,0,736,3.8,Medium,Medium,Medium,Low
Primus Global Technologies,IT Services & Consulting,Bangalore,29,12,735,3.7,Low,High,Medium,Low
Primus Global Technologies,IT Services & Consulting,Bangalore,29,12,735,3.7,Low,High,Medium,Low
Indusind Marketing & Financial Services,Financial Services,Chennai,270,0,734,3.7,Medium,Medium,Medium,Low
Vertex Customer Solutions,IT Services & Consulting,Chennai,34,0,735,3.6,Low,Medium,Low,Medium
Patel Infrastructure Limited,Engineering & Construction,Vadodara,59,16,731,4.2,Medium,High,High,Medium
Livguard,Electronics Manufacturing,Gurgaon,87,0,733,3.9,Medium,Medium,Medium,Low
Mott MacDonald,Management Consulting,Mumbai,50,276,732,4.0,Medium,High,Medium,Low
Exicom,Semiconductors,Gurgaon,33,9,730,4.0,High,High,Medium,Low
Isuzu Motors,Automobile,Chennai,39,1,731,4.1,High,High,Medium,Low
EMERSON PROCESS MANAGEMENT,Industrial Automation,Pune,32,0,731,4.1,High,High,Medium,Low
ManipalCigna Health Insurance,Insurance,Mumbai,134,97,731,3.7,Medium,Medium,Medium,Low
Sun Life Financial,Financial Services,Gurgaon,13,102,730,3.8,High,High,Medium,Low
Steel Authority Of India,Iron & Steel,Rourkela,51,0,730,4.1,High,High,High,Medium
UnitedLex,Analytics & KPO,New Delhi,13,49,731,2.7,Low,Medium,Medium,Low
Deepak Nitrite,Chemicals,Vadodara,21,21,729,4.0,High,High,Medium,Low
Religare,Financial Services,New Delhi,98,7,728,3.7,Medium,Medium,Medium,Low
TO THE NEW,IT Services & Consulting,Noida,20,29,730,3.6,Medium,Medium,Low,Low
GirnarSoft,IT Services & Consulting,Gurgaon,54,9,727,3.6,Low,Medium,Low,Low
Greenply,Building Material,Kolkata,95,6,726,3.8,Low,Medium,Low,Low
LifeCell International,Biotechnology,Chennai,76,17,726,3.3,Low,Medium,Medium,Low
Smollan Group,Marketing & Advertising,Mumbai,142,12,724,3.9,Medium,High,Medium,Low
Smollan Group,Marketing & Advertising,Mumbai,142,12,724,3.9,Medium,High,Medium,Low
ffreedom app,Internet,Bangalore,27,0,724,3.5,Low,Medium,Low,Medium
DuPont,Waste Management,Hyderabad,48,8,719,4.2,High,High,Medium,Low
Rackspace,IT Services & Consulting,Gurgaon,16,1,720,3.7,Low,High,Medium,Low
Boeing,Aviation,Bangalore,13,70,719,3.8,Medium,High,Medium,Low
ASG Eye Hospital,Healthcare,Jaipur,77,128,718,3.5,Medium,Medium,Low,Low
V-Trans,Logistics,Mumbai,94,0,717,3.8,High,Medium,Medium,Low
Celebal Technologies,IT Services & Consulting,Jaipur,24,14,717,3.0,Low,Medium,Medium,Low
Lenovo,Consumer Electronics & Appliances,Bangalore,84,12,718,4.0,Medium,High,Medium,Low
Neuland Laboratories,Pharma,Hyderabad,8,6,717,4.0,Medium,High,Medium,Low
Adidas,Fashion & Textile,Gurgaon,70,28,716,3.9,Medium,High,Medium,Low
Biba Apparels,Fashion & Textile,New Delhi,98,0,710,3.5,Medium,Medium,Medium,Low
Protiviti,Management Consulting,Gurgaon,29,10,714,3.1,Medium,Medium,Low,Low
Ameriprise Financial,Financial Services,Gurgaon,12,2,715,3.7,High,High,Low,Low
Padget Electronics,Electronics Manufacturing,Noida,17,0,713,3.9,Medium,Medium,Medium,Low
McKinsey & Company,Management Consulting,Gurgaon,26,7,713,3.8,Medium,Low,Medium,Low
Care Hospital,Healthcare,Hyderabad,42,65,712,4.0,High,Medium,Medium,Low
Expleo Solutions,IT Services & Consulting,Chennai,16,13,712,3.5,Low,Medium,Medium,Low
Google Operations Center,BPO,Hyderabad,17,0,710,3.6,Medium,High,Low,Low
Molex,Electronics Manufacturing,Bangalore,18,9,710,3.9,Medium,High,Medium,Low
TDK India Private Limited,Other,Nashik,27,0,709,3.9,High,High,Medium,Low
XcelServ Solutions,IT Services & Consulting,New Delhi,34,0,708,4.4,Medium,High,High,Medium
BDO India LLP,Accounting & Auditing,Mumbai,36,82,708,3.3,Medium,Medium,Medium,Low
Ag Industries,Auto Components,Gurgaon,33,0,708,3.9,High,High,High,Low
RITES,Engineering & Construction,Gurgaon,87,11,707,3.9,Medium,High,High,Low
Stellantis,Automobile,Chennai,17,2,708,3.4,Low,Medium,Medium,Low
Sykes Business Services Of India,BPO,Hyderabad,18,16,705,3.4,Medium,Medium,Medium,Low
NecLife,Pharma,Chandigarh,31,4,705,3.6,High,Medium,Medium,Low
Writer Information Management Services,BPO,Mumbai,68,0,707,3.2,Medium,Medium,Medium,Low
LG Soft India,IT Services & Consulting,Bangalore,16,0,705,2.9,Medium,Medium,Low,Low
uFaber,Education & Training,Mumbai,25,0,703,2.2,Low,Medium,Medium,Low
BSH Home Appliances Group,Consumer Electronics & Appliances,Bangalore,59,9,700,3.9,Medium,High,Medium,Low
AI Airport Services,Aviation,Mumbai,62,0,701,3.3,Medium,Medium,Medium,Low
Sterlite Power,Power,New Delhi,84,20,701,4.1,Medium,High,Medium,Medium
Mitsubishi Electric India,Electronics Manufacturing,Pune,52,4,700,4.2,High,High,Medium,Low
Medreich,Pharma,Bangalore,15,3,700,3.9,High,Medium,Medium,Medium
Mindsprint,IT Services & Consulting,Chennai,11,20,700,3.6,Medium,Medium,Low,Low
Nvidia,Hardware & Networking,Pune,20,145,699,3.5,Medium,Medium,Low,Low
Bikanervala,FMCG,New Delhi,70,0,700,3.9,High,High,Medium,Low
TCNS Clothing Company,Fashion & Textile,New Delhi,110,0,700,4.1,Medium,High,Medium,Low
Samunnati,NBFC,Chennai,62,2,699,4.5,Medium,High,High,Medium
Transrail Lighting,Engineering & Construction,Mumbai,98,1,699,4.0,High,High,Medium,Medium
LEAP India Limited,Packaging,Mumbai,48,8,697,4.6,Medium,High,Medium,Medium
Volkswagen Group Technology Solution,IT Services & Consulting,Pune,15,90,697,3.9,High,High,Medium,Low
Turtlemint,Internet,Mumbai,115,9,696,3.6,Low,Medium,Low,Low
B. G. Shirke Construction Technology,Engineering & Construction,Pune,27,3,698,4.2,High,High,Medium,Medium
Ascendion,IT Services & Consulting,Bangalore,17,85,699,3.4,Low,Medium,Low,Low
Office Beacon,BPO,Vadodara,22,10,696,4.6,Medium,High,High,Medium
Rentokil Pest Control,Facility Management Services,Mumbai,110,305,697,3.6,Medium,Medium,Low,Low
Tavant Technologies,IT Services & Consulting,Bangalore,14,34,695,3.8,Medium,High,Medium,Low
Evision Technoserve,Other,Pune,45,0,694,4.7,Medium,High,High,Medium
Delta Electronics,Electronics Manufacturing,Bangalore,44,2,694,3.9,High,High,Medium,Low
Electrosteel Casting,Building Material,Kolkata,29,6,694,3.7,High,High,Medium,Low
The Akshaya Patra Foundation,Non-Profit,Bangalore,67,10,693,4.3,Medium,High,High,Medium
Raychem RPG,Electrical Equipment,Mumbai,33,293,693,3.7,Low,Medium,Low,Low
Eugia Pharma Specialities,Pharma,Hyderabad,19,0,693,4.0,High,High,Medium,Low
Redcliffe Labs,Healthcare,New Delhi,84,20,693,3.9,Medium,High,Medium,Medium
Aurigo Software Technologies,Software Product,Bangalore,7,17,693,4.6,Medium,High,High,Medium
Koch Business Solutions,IT Services & Consulting,Bangalore,12,0,691,3.2,Low,Medium,Low,Low
Bristlecone,IT Services & Consulting,Bangalore,16,6,691,3.6,Medium,High,Low,Low
Mynd Solutions Private,BPO,Gurgaon,33,0,690,3.6,Medium,Medium,Low,Low
Home First Finance Company India,NBFC,Mumbai,104,304,690,3.5,Medium,Low,Low,Low
Embibe,EdTech,Bangalore,20,0,688,3.4,Low,Medium,Medium,Low
HSBC Bank,Banking,Bangalore,39,1,689,3.9,High,High,Medium,Low
Bahwan CyberTek,IT Services & Consulting,Chennai,22,248,689,3.4,Low,Medium,Low,Low
Amrit Cement,Building Material,Guwahati,51,17,688,3.9,Medium,High,Medium,Medium
Genus Power Infrastructures,Electronics Manufacturing,Jaipur,85,0,689,3.9,High,High,Medium,Low
Toppr,EdTech,Mumbai,43,0,687,3.4,Low,Low,Medium,Low
Kurlon,Furniture & Furnishing,Bangalore,89,0,686,4.3,Medium,High,Medium,Medium
Goodyear,Auto Components,Aurangabad,66,14,686,3.6,Medium,Medium,Low,Low
Gartner,Management Consulting,Gurgaon,19,50,686,3.8,Medium,High,Medium,Low
Bisk Farm,Food Processing,Kolkata,137,12,688,4.0,High,High,Medium,Low
Csc E Governance Services,Government,New Delhi,202,2,686,3.8,Low,Medium,Medium,Low
Flash Electronics,Electronics Manufacturing,Pune,24,0,686,3.6,Medium,Medium,Low,Low
Micro Turners,Auto Components,Baddi,43,0,685,3.8,Medium,Medium,Medium,Low
HRH Next Services,BPO,Hyderabad,24,11,683,2.9,Medium,Medium,Medium,Low
Visteon,Auto Components,Chennai,22,23,686,3.2,Medium,Low,Medium,Low
Ramky Infrastructure,Engineering & Construction,Hyderabad,52,0,683,4.2,High,Medium,Medium,Medium
Eastman Auto and Power Limited,Electronics Manufacturing,Gurgaon,70,16,684,3.9,Medium,High,Medium,Medium
Titan Eye Plus,Other,Kolkata,132,0,684,4.1,Medium,High,Medium,Low
Transsion,Consumer Electronics & Appliances,Noida,63,0,684,3.9,Medium,High,High,Low
Vindhya Telelinks,Hardware & Networking,Rewa,94,0,685,4.0,Medium,High,Medium,Low
Lovely Professional University,Education & Training,Jalandhar,30,20,685,3.4,Medium,Medium,Low,Low
Thriveni Earthmovers,Metals & Mining,Jamshedpur,46,0,683,3.9,High,Medium,Medium,Medium
Bharat Serums and Vaccines,Pharma,Mumbai,66,18,682,4.0,Medium,High,Medium,Low
Bayer Crop Science Vegetable Seeds,Other,Bangalore,139,0,682,4.1,Medium,High,High,Low
Apple,Consumer Electronics & Appliances,Bangalore,107,240,682,4.3,Medium,High,Medium,Medium
Razorpay,FinTech,Bangalore,27,41,682,3.4,Medium,Low,Low,Low
North East Small Finance Bank,Banking,Guwahati,94,6,682,3.6,Low,Medium,Medium,Low
NSB Bpo Solutions,BPO,Noida,85,1,678,2.9,Low,Medium,Medium,Low
Moglix,Internet,Noida,40,34,678,3.3,Low,Medium,Low,Low
URC Construction,Engineering & Construction,Chennai,50,0,681,3.7,Medium,Low,Medium,Low
Caparo Engineering India,Auto Components,Chennai,35,0,681,4.0,Medium,High,High,Low
Neeyamo Enterprise Solutions,Other,Pune,11,9,680,3.5,Medium,Low,Medium,Low
Wuerth,Industrial Machinery,Pune,66,13,676,3.5,Medium,Medium,Low,Low
ExportersIndia,Internet,New Delhi,3,9,680,4.9,Medium,High,High,Medium
Asb International,Industrial Machinery,Mumbai,24,0,679,3.6,High,Medium,Low,Low
Orient Cement,Building Material,Hyderabad,71,0,678,4.4,Medium,High,High,Medium
Healthians,Internet,Gurgaon,49,1,677,4.2,Medium,High,High,Medium
Diebold Nixdorf,Software Product,Hyderabad,45,31,677,3.6,Medium,Medium,Low,Low
Infor Global Solution,Software Product,Hyderabad,10,71,678,3.9,High,High,Medium,Low
Doosan Power Systems,Power,Gurgaon,32,0,676,4.3,Medium,High,High,Low
