Company Name,Industry Type,Primary Office Location,Operating Locations,Job Openings,Total Reviews,Overall Rating,Highly Rated,Critically Rated
Glenmark Pharmaceuticals,Pharma ,Mumbai,186.0,123,3.6k,3.8,,Promotions / Appraisal
Birlasoft,IT Services & Consulting ,Pune,51.0,506,3.6k,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
KPIT Technologies,Software Product ,Pune,45.0,37,3.6k,3.0,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Dabur,FMCG ,New Delhi,321.0,16,3.6k,3.8,Salary & Benefits,Promotions / Appraisal
Kotak Mahindara Life Insurance,Insurance ,Mumbai,257.0,169,3.6k,3.5,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Sodexo,Facility Management Services ,Mumbai,158.0,1.2k,3.6k,4.0,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
JK Cement,Building Material ,New Delhi,330.0,1,3.6k,4.0,Salary & Benefits,
Godrej & Boyce Manufacturing,Consumer Electronics & Appliances ,Mumbai,166.0,86,3.6k,3.9,Job Security,Promotions / Appraisal
Bharat Electronics,Electronics Manufacturing ,Bangalore,88.0,--,3.6k,4.2,"Work Life Balance, Company Culture, Work Satisfaction",
Samvardhana Motherson Group,Auto Components ,Noida,94.0,12,3.6k,3.7,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Cogent E Services,BPO ,Noida,56.0,1,3.6k,3.2,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
Abbott,Pharma ,Mumbai,215.0,256,3.6k,4.1,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Aarti Industries,Agro Chemicals ,Bharuch,59.0,15,3.5k,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Ipca Laboratories,Pharma ,Mumbai,161.0,45,3.5k,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Reliance Projects & Property Management Services,Other ,Kolkata,619.0,--,3.5k,4.0,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Indian Oil Corporation,Oil & Gas ,New Delhi,311.0,--,3.5k,4.3,"Company Culture, Work Life Balance, Work Satisfaction",
Reliance Digital,Retail ,Mumbai,379.0,1,3.5k,4.2,"Skill Development / Learning, Job Security, Company Culture",
MRF Tyres,Auto Components ,Chennai,194.0,18,3.5k,3.6,,"Company Culture, Work Satisfaction, Work Life Balance"
Cloudnine Hospital,Healthcare ,Bangalore,47.0,4,3.5k,4.4,"Company Culture, Work Life Balance, Job Security",
Alkem Laboratories,Pharma ,Mumbai,197.0,12,3.5k,3.9,Salary & Benefits,Promotions / Appraisal
PhonePe,FinTech ,Bangalore,394.0,64,3.5k,4.1,"Salary & Benefits, Company Culture, Work Life Balance",
Johnson Controls,Industrial Automation ,Pune,58.0,5,3.5k,3.5,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
"NTT DATA, Inc.",IT Services & Consulting ,Bangalore,37.0,76,3.4k,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Honda Motorcycle & Scooter,Automobile ,Gurgaon,299.0,--,3.4k,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
IGT Solutions,BPO ,New Delhi,48.0,94,3.4k,3.2,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
UNO Minda,Auto Components ,Pune,110.0,14,3.4k,3.9,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
Vishal Mega Mart,Retail ,New Delhi,378.0,5,3.4k,3.8,Salary & Benefits,
ArcelorMittal Nippon Steel,Iron & Steel ,Surat,86.0,--,3.4k,4.1,"Job Security, Work Life Balance, Company Culture",
Hindustan Coca Cola Beverages,Beverage ,Bangalore,261.0,42,3.4k,4.0,"Skill Development / Learning, Salary & Benefits, Company Culture",Promotions / Appraisal
24/7 Customer,Software Product ,Bangalore,37.0,68,3.4k,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
DTDC Express,Logistics ,New Delhi,271.0,19,3.4k,3.7,,"Promotions / Appraisal, Salary & Benefits"
UBS,Financial Services ,Pune,20.0,2,3.4k,3.8,"Work Life Balance, Company Culture",Promotions / Appraisal
Bajaj General Insurance Limited,Insurance ,Pune,304.0,72,3.3k,3.7,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Ford Motor,Automobile ,Chennai,131.0,1,3.3k,4.2,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal
Reliance Nippon Life Insurance,Insurance ,Mumbai,483.0,2,3.3k,3.4,,"Job Security, Company Culture, Work Satisfaction"
Ceat Tyres,Auto Components ,Nagpur,141.0,5,3.3k,3.9,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Blinkit,Internet ,Gurgaon,146.0,--,3.3k,3.8,Salary & Benefits,"Promotions / Appraisal, Job Security"
ABB,Industrial Machinery ,Bangalore,108.0,1,3.3k,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
RSPL Group,FMCG ,Kanpur,256.0,26,3.3k,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
HARMAN,Consumer Electronics & Appliances ,Bangalore,43.0,114,3.3k,3.8,Work Life Balance,Promotions / Appraisal
Barclays,Banking ,Pune,37.0,--,3.3k,3.7,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
AGS Health,Analytics & KPO ,Chennai,64.0,37,3.3k,4.0,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
NatWest Group,Banking ,Gurgaon,30.0,95,3.3k,4.0,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
TVS Credit Services Ltd,NBFC ,Chennai,427.0,21,3.2k,4.2,"Salary & Benefits, Company Culture, Work Life Balance",
InterGlobe Aviation,Aviation ,New Delhi,105.0,87,3.2k,3.5,,"Salary & Benefits, Promotions / Appraisal, Work Life Balance"
Niva Bupa Health Insurance Company,Insurance ,New Delhi,320.0,102,3.2k,4.1,"Company Culture, Work Life Balance, Job Security",
Indian Air Force,Defence & Aerospace ,New Delhi,135.0,--,3.2k,4.5,"Job Security, Skill Development / Learning, Salary & Benefits",
Conduent,BPO ,Bangalore,36.0,467,3.2k,3.4,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Croma,Retail ,Mumbai,193.0,27,3.2k,3.8,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Alstom Transportation,Engineering & Construction ,Bangalore,81.0,366,3.2k,3.7,Job Security,"Promotions / Appraisal, Work Satisfaction"
Tata Technologies,Engineering & Construction ,Pune,56.0,121,3.2k,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
GeBBS Healthcare Solutions,BPO ,Mumbai,26.0,77,3.2k,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits"
Allcargo Logistics,Logistics ,Mumbai,176.0,19,3.2k,3.8,,Promotions / Appraisal
Tata AIG,Insurance ,Mumbai,261.0,82,3.2k,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Marpu Foundation,Non-Profit ,Hyderabad,62.0,--,3.1k,4.9,"Company Culture, Work Life Balance, Work Satisfaction",
Max Healthcare,Healthcare ,New Delhi,79.0,103,3.1k,3.9,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
UPL,Agro Chemicals ,Ankleshwar,187.0,48,3.1k,4.1,"Job Security, Company Culture, Work Life Balance",
Amazon Transportation Services,Logistics ,Hyderabad,229.0,1,3.1k,4.2,"Company Culture, Skill Development / Learning, Salary & Benefits",
PepsiCo,Food Processing ,Hyderabad,276.0,390,3.1k,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Titan Company,Retail ,Bangalore,185.0,79,3.1k,4.2,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
Dilip Buildcon,Engineering & Construction ,Bhopal,226.0,20,3.1k,3.9,Salary & Benefits,"Promotions / Appraisal, Job Security"
Walmart,Retail ,Bangalore,93.0,214,3.1k,3.4,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Mankind Pharma,Pharma ,New Delhi,248.0,11,3.1k,3.8,Salary & Benefits,
Varroc Group,Auto Components ,Pune,63.0,63,3.1k,3.6,,"Promotions / Appraisal, Job Security, Company Culture"
S&P Global,Analytics & KPO ,Hyderabad,48.0,213,3.1k,4.0,"Company Culture, Work Life Balance",Promotions / Appraisal
Future Group,Retail ,Mumbai,208.0,--,3k,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",
Jindal Stainless,Iron & Steel ,Jajpur,79.0,9,3k,4.1,"Job Security, Work Life Balance, Skill Development / Learning",
MSN Laboratories,Pharma ,Hyderabad,106.0,44,3k,3.6,Job Security,"Company Culture, Work Satisfaction, Work Life Balance"
Afcons Infrastructure,Engineering & Construction ,Mumbai,123.0,33,3k,4.2,"Job Security, Skill Development / Learning, Salary & Benefits",
Societe Generale Global Solution Centre,IT Services & Consulting ,Bangalore,25.0,122,3k,3.6,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Torrent Pharmaceuticals,Pharma ,Ahmedabad,130.0,24,3k,4.0,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Quest Global,IT Services & Consulting ,Bangalore,50.0,149,3k,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Square Yards,Internet ,Gurgaon,52.0,59,3k,3.6,,"Job Security, Work Life Balance, Work Satisfaction"
IDFC FIRST Bharat,Financial Services ,Chennai,425.0,1,3k,4.2,"Salary & Benefits, Company Culture, Work Life Balance",
CMS IT Services,IT Services & Consulting ,Mumbai,153.0,50,2.9k,3.1,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
ACC,Building Material ,Mumbai,275.0,2,2.9k,3.9,,"Promotions / Appraisal, Job Security"
HDFC Sales,Financial Services ,Mumbai,346.0,7,2.9k,3.9,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
I Process Services,Recruitment ,Mumbai,406.0,1,2.9k,3.8,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Zensar Technologies,IT Services & Consulting ,Pune,29.0,320,2.9k,3.7,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits"
ESAF Small Finance Bank,Banking ,Thrissur,442.0,37,2.9k,3.6,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Suzlon Group,Power ,Pune,143.0,22,2.9k,4.0,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits"
DS Group,FMCG ,Noida,280.0,53,2.9k,4.1,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Sagility,BPO ,Bangalore,28.0,89,2.9k,3.9,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal"
Shoppers Stop,Retail ,Mumbai,83.0,40,2.9k,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Tata Elxsi,IT Services & Consulting ,Bangalore,31.0,44,2.9k,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Eternal Limited,Internet ,Gurgaon,220.0,11,2.9k,3.7,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Life Balance"
Ola Electric Mobility,Automobile ,Bangalore,423.0,--,2.9k,3.3,,"Job Security, Company Culture, Promotions / Appraisal"
Fujitsu,IT Services & Consulting ,Pune,42.0,130,2.9k,3.8,"Work Life Balance, Company Culture",Promotions / Appraisal
VVDN Technologies,IT Services & Consulting ,Gurgaon,50.0,18,2.9k,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Nokia,Telecom ,Bangalore,167.0,84,2.8k,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Bharat Financial Inclusion,Financial Services ,Hyderabad,497.0,1,2.8k,3.7,Salary & Benefits,"Work Satisfaction, Promotions / Appraisal"
Indus Towers,Telecom ,Gurgaon,241.0,24,2.8k,3.6,,"Promotions / Appraisal, Job Security, Work Life Balance"
Apollo Tyres,Auto Components ,Chennai,182.0,--,2.8k,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Yazaki,Auto Components ,Pune,94.0,4,2.8k,3.9,"Job Security, Skill Development / Learning",Promotions / Appraisal
IKS Health,Healthcare ,Mumbai,32.0,26,2.8k,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Fiserv,FinTech ,Pune,33.0,5,2.8k,2.9,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
UnitedHealth,Healthcare ,Hyderabad,18.0,--,2.8k,4.0,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Shree Cement,Building Material ,Beawar,255.0,7,2.8k,3.8,,"Promotions / Appraisal, Job Security"
Landmark Group,Retail ,Bangalore,175.0,8,2.7k,3.8,Job Security,Promotions / Appraisal
Britannia,FMCG ,Pune,302.0,3,2.7k,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal
SRF,Chemicals ,Bharuch,69.0,13,2.7k,4.1,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Dalmia Bharat Cement,Building Material ,Guwahati,253.0,3,2.7k,3.9,"Job Security, Salary & Benefits",Promotions / Appraisal
Blue Dart Express Ltd,Logistics ,Mumbai,281.0,3,2.7k,3.9,"Job Security, Company Culture",Promotions / Appraisal
Kansai Nerolac Paints,Chemicals ,Mumbai,254.0,66,2.7k,3.8,,Promotions / Appraisal
Exide Industries,Auto Components ,Kolkata,200.0,46,2.7k,3.4,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Whitehat jr,EdTech ,Mumbai,49.0,--,2.7k,3.3,,"Job Security, Promotions / Appraisal, Company Culture"
Zepto,Internet ,Bangalore,102.0,31,2.7k,3.5,,"Job Security, Promotions / Appraisal, Company Culture"
Shell,Oil & Gas ,Bangalore,92.0,5,2.7k,3.9,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security"
Nestlé,FMCG ,Gurgaon,280.0,18,2.7k,3.8,Salary & Benefits,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Flex,Electronics Manufacturing ,Chennai,47.0,53,2.7k,3.9,"Company Culture, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
Capita,BPO ,Pune,32.0,42,2.7k,3.5,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Micro Labs,Pharma ,Bangalore,152.0,13,2.6k,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
TVS Supply Chain Solutions,Logistics ,Chennai,153.0,11,2.6k,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits"
ZS,Management Consulting ,Pune,17.0,127,2.6k,3.1,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal"
ElasticRun,Logistics ,Pune,386.0,4,2.6k,3.6,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Life Balance"
KPMG Global Services,Management Consulting ,Bangalore,38.0,12,2.6k,3.4,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Tata Electronics,Semiconductors ,Hosur,51.0,18,2.6k,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits"
Star Health & Allied Insurance,Insurance ,Chennai,329.0,21,2.6k,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
KFintech,Financial Services ,Hyderabad,114.0,9,2.6k,3.4,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
G4S,Law Enforcement & Security ,Gurgaon,163.0,637,2.6k,4.0,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
Voltas,Consumer Electronics & Appliances ,Mumbai,207.0,17,2.6k,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Sonalika Tractors,Automobile ,Hoshiarpur,195.0,--,2.6k,3.6,,"Promotions / Appraisal, Company Culture, Work Life Balance"
BlackBuck,Internet ,Bangalore,367.0,20,2.6k,3.7,,"Job Security, Promotions / Appraisal"
Ajanta Pharma,Pharma ,Mumbai,119.0,40,2.6k,3.9,Job Security,Promotions / Appraisal
Blue Star,Consumer Electronics & Appliances ,Mumbai,147.0,9,2.6k,4.1,"Company Culture, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Care Health Insurance,Insurance ,Gurgaon,245.0,44,2.6k,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Domino's Pizza,Hospitality ,New Delhi,247.0,--,2.6k,3.9,"Skill Development / Learning, Salary & Benefits",
Exl India,Logistics ,New Delhi,44.0,1,2.6k,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Movate,IT Services & Consulting ,Chennai,39.0,99,2.5k,3.2,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
ACT Fibernet,Telecom ,Hyderabad,58.0,121,2.5k,3.9,"Company Culture, Job Security",Promotions / Appraisal
Gallagher,Insurance ,Bangalore,30.0,154,2.5k,3.7,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
Fortis Healthcare,Healthcare ,New Delhi,70.0,689,2.5k,4.0,"Job Security, Company Culture, Work Life Balance",
NoBroker,Internet ,Bangalore,48.0,310,2.5k,3.0,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Adani Power,Power ,Mundra,128.0,--,2.5k,3.7,,"Promotions / Appraisal, Company Culture"
Sahrudaya Healthcare (Medicover Hospitals),Healthcare ,Hyderabad,46.0,25,2.5k,4.4,"Company Culture, Work Life Balance, Work Satisfaction",
Bajaj Electricals,Consumer Electronics & Appliances ,Mumbai,234.0,20,2.5k,3.9,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
DBS Bank,Banking ,Hyderabad,178.0,222,2.5k,3.7,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction"
Sterlite Technologies,Hardware & Networking ,Aurangabad,102.0,132,2.5k,3.8,,"Promotions / Appraisal, Job Security"
V-Mart,Retail ,Gurgaon,285.0,19,2.5k,4.1,"Skill Development / Learning, Job Security, Company Culture",
Sammaan Capital Limited,NBFC ,Gurgaon,202.0,1,2.5k,3.8,,Promotions / Appraisal
Foundever,BPO ,Hyderabad,23.0,73,2.5k,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Alldigi Tech,BPO ,Chennai,37.0,19,2.5k,3.9,"Work Life Balance, Job Security",Promotions / Appraisal
Tata Advanced Systems,Defence & Aerospace ,Bangalore,57.0,--,2.5k,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits"
Himalaya Wellness,Pharma ,Bangalore,237.0,20,2.5k,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal
BT Group,Telecom ,Gurgaon,24.0,6,2.5k,3.8,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Tractors and Farm Equipment,Industrial Machinery ,Chennai,193.0,13,2.5k,4.0,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Foxconn,Electronics Manufacturing ,Chennai,61.0,17,2.5k,3.9,Job Security,Promotions / Appraisal
Parle Agro,Beverage ,Mumbai,258.0,3,2.5k,4.0,"Work Life Balance, Job Security",Promotions / Appraisal
JCB,Industrial Machinery ,Pune,114.0,--,2.4k,3.9,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
IntouchCX,BPO ,Hyderabad,23.0,209,2.5k,2.7,,"Promotions / Appraisal, Job Security, Company Culture"
Northern Trust Operating Services,Financial Services ,Bangalore,28.0,34,2.5k,3.6,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Physicswallah,EdTech ,Noida,123.0,90,2.5k,3.6,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Patanjali Ayurved,FMCG ,Haridwar,302.0,--,2.4k,3.9,Work Life Balance,Promotions / Appraisal
Laurus Labs,Pharma ,Visakhapatnam,34.0,7,2.4k,4.3,"Job Security, Company Culture, Salary & Benefits",
McDonald's,Hospitality ,New Delhi,150.0,--,2.4k,3.8,"Skill Development / Learning, Job Security",Salary & Benefits
